satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_with_company,involved_in_accident,left_company,promoted_last_5_years,department,salary_level
48.0,46.0,2,174,3,0,0,0,RandD,low
71.0,81.0,2,182,3,0,0,0,management,high
55.00000000000001,55.00000000000001,4,211,4,0,0,0,sales,low
83.0,85.0,4,263,3,0,0,0,support,medium
76.0,61.0,4,172,2,0,0,0,marketing,low
91.0,94.0,5,159,3,0,0,0,technical,low
87.0,90.0,5,252,5,0,1,0,IT,low
10.0,85.0,7,261,4,0,1,0,IT,medium
61.0,88.0,5,146,7,1,0,0,marketing,low
78.0,92.0,5,137,2,0,0,0,support,low
94.0,49.0,2,250,5,0,0,0,support,low
88.0,83.0,4,273,10,0,0,0,sales,medium
67.0,52.0,4,262,2,0,0,0,support,medium
38.0,42.0,2,127,4,0,0,0,sales,medium
36.0,52.0,2,143,3,0,1,0,accounting,medium
50.0,100.0,3,149,2,0,0,0,hr,medium
68.0,43.0,3,161,2,1,0,0,sales,medium
85.0,91.0,3,244,3,0,0,0,product_mng,medium
68.0,41.0,4,254,5,0,0,0,product_mng,low
39.0,78.0,2,205,6,1,0,0,sales,low
32.0,95.0,5,172,2,0,1,0,sales,low
40.0,50.0,2,130,3,0,1,0,sales,low
43.0,76.0,6,154,2,0,0,0,management,high
11.0,79.0,6,244,4,1,1,0,sales,medium
67.0,56.99999999999999,2,234,4,0,0,0,management,low
50.0,95.0,4,222,3,1,0,0,support,medium
98.0,73.0,4,140,4,0,0,0,marketing,low
19.0,50.0,5,126,3,1,0,0,RandD,medium
72.0,83.0,4,181,3,0,0,0,sales,low
89.0,96.0,5,260,3,0,0,0,sales,low
13.0,48.0,3,210,3,0,0,0,sales,high
100.0,86.0,4,195,4,0,0,0,support,medium
55.00000000000001,67.0,3,150,2,0,0,1,sales,low
66.0,91.0,5,199,3,1,0,0,marketing,low
80.0,73.0,3,168,2,0,0,0,IT,low
64.0,99.0,4,180,4,0,0,0,product_mng,medium
88.0,95.0,4,234,3,0,0,0,IT,low
55.00000000000001,92.0,3,151,3,0,0,0,RandD,medium
59.0,94.0,5,157,7,1,0,0,management,medium
11.0,79.0,6,292,4,0,1,1,technical,low
87.0,91.0,5,228,5,0,1,0,support,low
94.0,99.0,2,157,3,0,0,0,sales,medium
86.0,90.0,3,158,2,0,0,0,sales,medium
75.0,53.0,3,154,2,0,0,0,sales,medium
44.0,56.00000000000001,2,131,3,0,1,0,hr,medium
73.0,73.0,5,249,3,0,0,0,technical,medium
43.0,65.0,4,124,2,0,0,0,sales,medium
17.0,91.0,2,271,4,0,0,0,sales,medium
39.0,55.00000000000001,2,156,3,0,1,0,product_mng,medium
73.0,93.0,3,249,2,0,0,0,IT,medium
63.0,56.00000000000001,4,274,5,1,0,0,sales,low
66.0,80.0,4,252,3,0,0,0,IT,medium
54.0,63.0,3,211,3,0,0,0,RandD,low
78.0,62.0,4,150,3,0,0,1,management,high
10.0,84.0,6,293,5,0,1,0,marketing,medium
37.0,47.0,2,138,3,1,1,0,accounting,medium
56.99999999999999,72.0,4,275,6,0,1,0,technical,medium
94.0,97.0,5,197,5,1,0,0,technical,low
41.0,70.0,2,151,3,1,0,0,accounting,low
43.0,38.0,3,119,2,0,0,0,sales,low
44.0,56.00000000000001,2,158,3,0,1,0,accounting,medium
50.0,76.0,4,229,3,1,0,0,technical,low
65.0,82.0,5,265,3,0,0,0,IT,low
38.0,68.0,5,211,6,0,0,0,technical,low
63.0,56.99999999999999,4,177,3,1,0,0,sales,low
59.0,96.0,5,211,3,0,0,0,sales,medium
10.0,77.0,6,265,4,0,1,0,sales,low
56.00000000000001,48.0,3,134,3,0,0,0,product_mng,low
80.0,94.0,4,200,4,0,0,0,sales,medium
41.0,48.0,2,148,3,0,1,0,sales,low
42.0,80.0,4,259,7,1,0,0,sales,medium
60.0,78.0,4,152,3,1,0,0,technical,medium
81.0,95.0,5,238,6,0,1,0,technical,low
55.00000000000001,54.0,3,233,2,0,0,0,support,low
100.0,49.0,3,185,2,0,0,0,sales,low
56.00000000000001,62.0,5,238,3,0,0,0,sales,low
74.0,84.0,3,206,3,0,0,0,RandD,low
73.0,77.0,3,233,3,0,0,0,sales,medium
92.0,62.0,3,264,2,0,0,0,sales,medium
91.0,67.0,3,143,3,0,0,0,support,low
51.0,80.0,4,198,6,0,0,0,marketing,medium
97.0,86.0,5,135,3,0,0,0,hr,high
92.0,93.0,5,240,5,0,1,0,sales,low
67.0,54.0,2,136,2,0,0,0,RandD,medium
66.0,77.0,5,236,3,0,0,0,sales,high
67.0,40.0,4,274,3,0,0,0,sales,low
42.0,52.0,2,160,3,0,1,0,support,low
10.0,84.0,5,303,5,0,1,0,accounting,medium
49.0,89.0,4,201,8,0,0,0,sales,medium
74.0,100.0,5,275,5,0,1,0,sales,low
79.0,59.0,4,187,2,0,0,0,management,low
76.0,76.0,5,175,3,0,0,0,IT,low
19.0,85.0,6,259,3,1,0,0,support,low
31.0,62.0,6,135,5,0,1,0,support,low
71.0,74.0,3,163,3,1,0,0,marketing,medium
57.99999999999999,50.0,5,184,4,0,0,0,sales,medium
48.0,50.0,5,142,4,0,0,0,IT,medium
49.0,36.0,2,192,3,0,0,0,sales,low
95.0,67.0,4,261,3,0,0,0,technical,low
68.0,97.0,3,250,3,1,0,0,product_mng,medium
36.0,55.00000000000001,2,141,3,0,1,0,hr,medium
62.0,91.0,3,251,10,0,0,0,sales,medium
61.0,97.0,4,153,3,0,0,0,accounting,medium
75.0,85.0,5,267,5,0,1,0,support,low
65.0,49.0,4,184,4,0,0,0,technical,medium
52.0,93.0,2,271,3,0,0,0,sales,low
10.0,85.0,6,260,4,0,1,0,sales,low
99.0,68.0,4,238,3,0,0,0,IT,low
68.0,57.99999999999999,3,217,2,0,0,0,marketing,high
26.0,83.0,3,168,3,0,0,0,sales,low
48.0,50.0,4,179,3,0,0,0,sales,medium
60.0,81.0,2,214,3,0,0,0,hr,high
34.0,87.0,6,175,4,0,0,0,RandD,low
9.0,90.0,6,295,4,0,1,0,accounting,low
16.0,71.0,6,227,5,0,0,0,support,medium
83.0,55.00000000000001,5,247,3,0,0,0,sales,low
36.0,78.0,6,151,3,0,0,0,sales,low
38.0,51.0,2,159,3,0,1,0,sales,medium
78.0,61.0,4,268,3,0,0,0,sales,medium
83.0,87.0,5,248,3,0,0,0,sales,low
80.0,72.0,3,271,2,0,0,0,product_mng,medium
50.0,68.0,3,245,4,0,0,0,marketing,medium
99.0,72.0,3,119,2,1,0,0,marketing,low
49.0,81.0,4,233,3,0,0,0,sales,low
45.0,52.0,2,105,3,0,0,0,technical,low
93.0,81.0,3,212,3,0,0,0,technical,medium
76.0,76.0,3,197,2,0,0,0,sales,medium
49.0,61.0,3,148,2,1,0,0,RandD,low
24.0,55.00000000000001,5,208,5,0,0,0,RandD,low
24.0,77.0,5,178,5,0,0,0,sales,low
62.0,97.0,2,271,3,0,0,0,sales,low
44.0,42.0,4,159,4,0,0,0,technical,medium
96.0,91.0,4,228,3,1,0,0,support,low
72.0,51.0,3,235,2,0,0,0,sales,low
45.0,51.0,2,147,3,0,1,0,sales,low
61.0,71.0,3,152,4,1,0,0,support,medium
28.000000000000004,45.0,6,218,4,0,1,0,accounting,low
90.0,93.0,4,263,3,1,0,0,support,medium
69.0,84.0,3,253,2,0,0,0,technical,medium
71.0,66.0,3,238,2,0,0,0,technical,low
82.0,76.0,3,219,8,1,0,0,IT,low
23.0,63.0,5,151,4,1,0,0,technical,low
59.0,69.0,4,207,2,0,0,0,technical,medium
16.0,97.0,6,235,3,0,0,0,technical,low
66.0,63.0,5,264,5,0,0,0,accounting,low
31.0,42.0,2,169,5,0,0,0,IT,low
61.0,83.0,4,153,2,0,0,0,technical,low
84.0,56.99999999999999,4,234,3,0,0,0,technical,medium
88.0,100.0,3,125,3,0,0,0,technical,medium
21.0,37.0,4,129,4,0,0,0,product_mng,medium
60.0,64.0,5,221,2,0,0,0,technical,low
37.0,50.0,2,135,3,0,1,0,product_mng,low
24.0,94.0,4,146,4,0,0,0,product_mng,medium
39.0,54.0,2,132,3,0,1,0,support,low
53.0,50.0,3,231,3,0,0,0,sales,low
73.0,86.0,4,245,6,0,1,0,sales,low
96.0,62.0,5,230,2,0,0,0,sales,medium
92.0,74.0,3,137,2,0,0,0,support,low
66.0,48.0,3,192,3,1,0,0,sales,low
52.0,80.0,3,252,4,0,0,0,product_mng,low
9.0,96.0,6,296,4,0,1,0,technical,low
86.0,93.0,5,223,5,0,1,0,RandD,medium
77.0,98.0,5,259,6,0,1,0,product_mng,low
43.0,56.00000000000001,6,149,4,0,1,0,product_mng,low
41.0,52.0,2,132,3,0,1,0,RandD,low
82.0,87.0,5,145,6,0,0,0,hr,medium
44.0,53.0,2,140,3,0,1,0,sales,low
75.0,56.00000000000001,4,230,3,0,0,0,technical,medium
49.0,69.0,2,128,2,0,0,0,support,medium
74.0,59.0,4,155,3,0,0,0,support,medium
36.0,54.0,2,127,3,0,1,0,marketing,low
70.0,88.0,4,245,2,0,0,0,support,low
74.0,87.0,5,224,2,0,0,0,support,medium
76.0,55.00000000000001,4,250,3,0,0,0,technical,medium
99.0,84.0,4,142,10,0,0,0,technical,high
65.0,63.0,3,237,3,0,0,0,hr,medium
37.0,52.0,2,159,3,0,1,0,sales,low
61.0,74.0,2,143,6,0,0,0,sales,medium
10.0,79.0,6,291,4,0,1,0,sales,low
18.0,54.0,4,145,5,0,0,0,RandD,low
64.0,67.0,3,143,6,0,0,0,sales,medium
52.0,83.0,2,227,4,0,0,0,sales,medium
41.0,48.0,2,139,3,0,1,0,technical,low
51.0,51.0,3,274,2,0,0,0,product_mng,medium
40.0,51.0,2,144,3,0,1,0,accounting,low
10.0,98.0,6,268,4,0,1,0,support,low
31.0,54.0,5,132,5,0,1,0,sales,low
37.0,53.0,2,143,3,0,1,0,support,low
56.00000000000001,74.0,3,265,3,0,0,0,support,medium
44.0,56.00000000000001,2,131,3,0,1,0,hr,medium
56.99999999999999,75.0,4,151,2,0,0,0,sales,medium
86.0,55.00000000000001,5,149,4,0,0,0,IT,medium
76.0,93.0,5,238,5,0,1,0,product_mng,low
89.0,57.99999999999999,3,183,4,0,0,0,technical,medium
92.0,82.0,4,96,4,0,0,0,IT,medium
54.0,61.0,2,264,3,0,0,0,sales,medium
72.0,95.0,2,178,4,1,0,0,product_mng,medium
50.0,54.0,3,134,3,0,0,0,sales,medium
11.0,97.0,6,310,4,0,1,0,accounting,medium
81.0,91.0,4,229,5,0,1,0,support,low
73.0,71.0,4,148,3,0,0,0,management,high
22.0,70.0,2,274,10,0,0,0,sales,high
76.0,77.0,5,234,3,0,0,0,support,low
74.0,49.0,4,233,3,0,0,0,sales,medium
19.0,79.0,4,229,4,0,0,0,product_mng,medium
51.0,87.0,2,130,4,0,0,0,sales,medium
19.0,94.0,4,196,5,0,0,0,technical,low
50.0,66.0,4,155,2,0,0,0,hr,medium
96.0,84.0,4,272,4,1,0,0,sales,medium
96.0,88.0,3,168,2,0,0,0,sales,low
16.0,66.0,6,229,6,0,0,0,marketing,low
28.000000000000004,83.0,5,279,4,0,0,0,technical,medium
39.0,39.0,2,131,2,0,0,0,marketing,high
50.0,91.0,5,224,2,1,0,0,management,medium
72.0,70.0,3,238,2,0,0,0,management,low
62.0,89.0,3,153,3,1,0,0,hr,low
95.0,56.99999999999999,3,238,3,0,0,0,IT,low
93.0,61.0,4,205,3,0,0,0,technical,low
55.00000000000001,65.0,3,207,3,0,0,0,technical,low
14.000000000000002,43.0,2,238,3,0,0,0,hr,low
76.0,98.0,4,191,2,0,0,0,product_mng,medium
80.0,84.0,3,195,3,0,0,0,support,medium
82.0,97.0,5,235,3,0,0,0,support,medium
59.0,51.0,3,156,3,0,0,0,product_mng,medium
79.0,93.0,4,226,5,0,1,0,sales,low
48.0,56.99999999999999,5,227,3,0,0,0,support,medium
90.0,74.0,5,152,3,0,0,0,IT,medium
77.0,100.0,5,229,5,0,1,0,management,low
96.0,81.0,3,212,3,0,0,0,support,medium
97.0,51.0,4,241,4,0,0,0,hr,medium
99.0,78.0,2,177,4,0,0,0,product_mng,low
78.0,89.0,4,137,3,0,0,0,IT,medium
40.0,46.0,2,160,3,0,1,0,technical,low
67.0,87.0,5,254,2,0,0,0,support,low
45.0,55.00000000000001,2,148,3,0,1,0,sales,low
80.0,74.0,5,181,4,1,0,0,management,medium
71.0,95.0,6,204,3,1,0,0,sales,medium
94.0,71.0,4,189,3,0,0,0,support,medium
89.0,95.0,2,181,5,0,1,0,technical,medium
84.0,100.0,5,234,5,0,1,0,technical,medium
80.0,74.0,3,228,3,0,0,0,technical,medium
48.0,74.0,2,271,8,1,0,0,management,medium
53.0,66.0,3,109,2,0,0,0,RandD,medium
38.0,49.0,2,128,3,0,1,0,technical,low
87.0,50.0,3,242,2,0,0,0,IT,low
15.0,74.0,6,178,3,0,0,0,sales,low
98.0,74.0,3,185,3,0,0,0,sales,medium
9.0,91.0,6,248,4,0,1,0,sales,low
96.0,89.0,2,239,6,1,0,0,sales,medium
52.0,61.0,5,162,3,0,0,0,marketing,high
53.0,70.0,4,223,3,0,0,0,sales,low
67.0,83.0,5,269,2,0,0,0,sales,medium
77.0,94.0,4,224,2,0,0,0,management,low
45.0,56.99999999999999,2,158,3,0,1,0,sales,low
67.0,72.0,4,159,2,0,0,0,sales,low
54.0,72.0,3,172,2,0,0,0,RandD,low
87.0,54.0,3,260,2,0,0,0,sales,medium
89.0,99.0,5,257,5,0,1,0,accounting,medium
98.0,69.0,3,152,2,0,0,0,sales,medium
34.0,67.0,4,141,2,0,1,0,sales,low
65.0,55.00000000000001,5,206,3,0,0,0,sales,low
45.0,52.0,2,145,3,0,1,0,sales,medium
45.0,87.0,2,268,4,1,0,0,IT,low
53.0,56.00000000000001,5,188,3,0,0,0,technical,medium
10.0,90.0,7,301,4,0,1,0,technical,medium
41.0,54.0,2,145,3,0,1,0,support,low
21.0,65.0,5,223,3,1,0,0,sales,low
37.0,54.0,2,145,3,0,1,0,RandD,medium
56.00000000000001,81.0,4,188,3,1,0,0,marketing,low
95.0,74.0,3,139,2,0,0,0,IT,medium
88.0,88.0,3,153,3,0,0,0,technical,low
77.0,89.0,3,142,3,0,0,0,marketing,low
55.00000000000001,81.0,4,260,2,0,0,0,sales,low
95.0,57.99999999999999,5,169,2,0,0,0,support,low
70.0,88.0,4,180,2,0,0,0,support,medium
56.99999999999999,85.0,4,152,3,0,0,0,sales,medium
66.0,51.0,4,254,2,0,0,0,sales,medium
10.0,90.0,7,281,4,0,1,0,sales,low
78.0,89.0,5,274,6,0,1,0,support,medium
76.0,62.0,4,197,3,0,0,0,technical,low
66.0,56.00000000000001,3,169,2,1,0,0,support,medium
11.0,80.0,6,285,4,0,1,0,accounting,medium
89.0,84.0,3,166,2,0,0,0,support,high
72.0,96.0,5,223,3,1,0,0,support,low
69.0,97.0,3,158,2,0,0,0,accounting,low
98.0,53.0,3,234,3,0,0,0,sales,medium
67.0,99.0,5,237,3,0,0,0,product_mng,medium
72.0,92.0,3,264,3,0,0,0,technical,low
87.0,98.0,4,266,2,1,0,0,product_mng,high
85.0,82.0,4,270,5,0,1,0,sales,low
9.0,96.0,6,268,4,0,1,0,technical,medium
65.0,98.0,3,252,2,0,0,0,product_mng,high
88.0,61.0,4,177,4,1,0,0,support,low
94.0,96.0,4,270,3,1,0,0,technical,low
62.0,71.0,5,149,2,0,0,0,RandD,low
56.99999999999999,64.0,4,151,2,0,0,0,management,medium
37.0,37.0,3,168,3,0,0,0,hr,low
81.0,97.0,5,243,5,0,1,0,support,medium
91.0,50.0,4,231,3,0,0,0,sales,high
64.0,52.0,3,240,3,0,0,0,marketing,medium
64.0,90.0,2,101,6,0,0,0,IT,low
63.0,96.0,4,133,2,0,0,0,technical,low
32.0,40.0,6,162,5,0,0,0,technical,low
73.0,95.0,4,243,3,0,0,0,technical,medium
62.0,51.0,4,274,2,0,0,0,support,medium
56.00000000000001,68.0,3,269,3,1,0,0,technical,low
43.0,49.0,2,155,3,0,1,0,sales,medium
45.0,66.0,2,236,3,0,0,0,marketing,medium
11.0,89.0,6,284,4,0,1,0,RandD,low
84.0,69.0,4,149,3,0,0,0,marketing,medium
86.0,64.0,4,147,2,1,0,0,product_mng,high
81.0,77.0,4,197,3,0,0,0,marketing,low
56.99999999999999,65.0,4,265,3,0,0,0,technical,low
47.0,56.00000000000001,4,226,3,0,0,0,marketing,low
77.0,74.0,2,187,6,0,0,0,RandD,medium
76.0,73.0,4,148,2,1,0,0,hr,low
99.0,65.0,3,209,2,1,0,0,support,low
75.0,63.0,4,209,3,0,0,1,sales,medium
11.0,84.0,7,296,4,0,1,0,sales,low
39.0,60.0,2,161,2,0,0,0,product_mng,medium
69.0,82.0,4,272,2,0,0,0,technical,low
80.0,93.0,3,225,4,0,0,0,product_mng,low
97.0,70.0,3,203,3,0,0,0,IT,low
40.0,53.0,2,152,3,0,1,0,product_mng,medium
64.0,61.0,2,153,2,0,0,0,IT,low
55.00000000000001,93.0,5,196,3,0,0,0,IT,medium
50.0,88.0,4,147,3,0,0,0,support,medium
72.0,98.0,4,156,3,0,0,0,product_mng,medium
63.0,82.0,5,229,2,0,0,0,support,medium
44.0,52.0,3,269,4,0,0,0,technical,low
79.0,50.0,3,213,3,1,0,0,support,low
40.0,49.0,2,143,3,0,1,0,product_mng,medium
47.0,56.99999999999999,3,162,3,1,0,0,sales,medium
79.0,82.0,3,98,3,1,0,0,hr,low
71.0,77.0,4,192,4,0,0,0,sales,medium
48.0,95.0,3,184,2,0,0,0,RandD,high
21.0,85.0,6,285,7,0,0,0,sales,medium
38.0,47.0,2,140,3,1,1,0,IT,low
78.0,74.0,4,261,3,1,0,0,product_mng,medium
64.0,90.0,6,252,2,0,1,0,sales,low
56.00000000000001,71.0,3,211,6,0,0,1,marketing,low
49.0,78.0,4,254,10,0,0,0,management,high
11.0,80.0,6,256,4,0,1,0,IT,low
74.0,98.0,4,160,2,0,0,0,support,low
56.00000000000001,79.0,5,248,3,0,0,0,sales,medium
66.0,68.0,3,258,3,0,0,0,technical,low
17.0,52.0,4,184,4,0,0,0,sales,low
25.0,46.0,4,214,4,0,1,0,technical,medium
33.0,70.0,5,271,4,0,0,0,RandD,low
90.0,85.0,4,279,6,0,0,0,support,medium
59.0,76.0,4,234,3,0,0,0,sales,high
60.0,65.0,2,225,10,0,0,0,management,high
83.0,93.0,4,261,2,0,0,0,support,medium
78.0,77.0,3,149,4,1,0,0,support,medium
24.0,88.0,5,199,5,1,0,0,sales,medium
9.0,83.0,7,258,4,0,1,0,product_mng,low
11.0,83.0,6,282,4,0,1,0,sales,low
71.0,68.0,4,228,2,0,0,0,sales,low
39.0,52.0,2,148,3,1,1,0,marketing,low
70.0,78.0,4,254,4,0,0,0,sales,low
74.0,83.0,4,210,3,0,0,0,support,low
25.0,75.0,5,194,5,1,0,0,support,low
56.99999999999999,75.0,4,249,10,0,0,0,product_mng,medium
77.0,89.0,4,153,7,0,0,0,sales,medium
61.0,52.0,3,224,3,0,0,0,hr,low
9.0,97.0,7,254,4,1,1,0,RandD,medium
82.0,95.0,3,203,3,0,0,0,RandD,medium
45.0,76.0,4,143,2,1,0,0,support,medium
16.0,96.0,5,137,5,1,0,0,technical,low
87.0,84.0,5,231,5,0,1,0,IT,low
67.0,63.0,3,227,3,0,0,0,technical,medium
45.0,47.0,2,136,3,0,1,0,sales,medium
82.0,52.0,5,270,3,0,0,0,technical,medium
76.0,54.0,5,278,2,1,0,0,technical,medium
68.0,83.0,5,267,3,0,0,0,RandD,medium
75.0,66.0,5,234,2,0,0,0,management,high
67.0,55.00000000000001,4,214,3,1,0,0,sales,medium
95.0,60.0,2,144,3,0,0,0,IT,high
89.0,66.0,5,224,2,0,0,0,sales,medium
78.0,66.0,4,214,2,0,0,0,technical,low
82.0,62.0,4,202,2,0,0,0,accounting,low
98.0,96.0,5,139,3,0,0,0,support,medium
76.0,92.0,4,246,5,0,1,0,sales,low
67.0,70.0,3,149,3,0,0,0,support,low
82.0,87.0,3,204,4,0,0,0,support,medium
77.0,54.0,5,252,2,0,0,0,IT,low
20.0,76.0,5,188,3,0,0,0,IT,low
96.0,59.0,3,214,2,0,0,0,hr,low
73.0,89.0,5,236,6,0,1,0,product_mng,low
76.0,95.0,4,259,5,0,1,0,RandD,low
62.0,77.0,3,271,2,0,0,0,sales,medium
92.0,83.0,4,268,4,0,0,0,sales,low
57.99999999999999,62.0,4,238,3,0,1,0,hr,low
49.0,67.0,2,190,8,0,0,0,marketing,medium
42.0,46.0,2,141,3,0,1,0,marketing,medium
80.0,74.0,3,159,2,0,0,0,hr,medium
87.0,72.0,3,201,3,0,0,0,support,low
47.0,39.0,6,215,5,0,0,0,sales,medium
60.0,63.0,4,192,3,0,0,0,support,low
48.0,92.0,3,234,3,0,0,0,accounting,medium
65.0,86.0,4,264,2,1,0,0,hr,low
68.0,91.0,4,162,3,1,0,0,technical,medium
97.0,38.0,5,211,7,1,0,0,sales,medium
37.0,54.0,2,131,3,1,1,0,hr,medium
80.0,41.0,6,185,4,0,0,0,support,medium
54.0,78.0,4,176,2,0,0,0,marketing,medium
97.0,50.0,3,216,3,0,0,0,IT,low
41.0,51.0,2,144,3,0,1,0,RandD,low
67.0,49.0,3,224,3,0,0,0,IT,low
44.0,55.00000000000001,2,130,3,1,1,0,product_mng,low
78.0,89.0,4,137,3,0,0,0,IT,medium
94.0,51.0,4,229,2,1,0,0,sales,low
97.0,69.0,4,134,3,0,0,0,RandD,high
52.0,57.99999999999999,4,134,3,0,0,0,technical,low
92.0,68.0,5,177,4,0,0,0,support,medium
42.0,56.00000000000001,2,146,3,0,1,0,RandD,low
76.0,86.0,5,223,5,1,1,0,product_mng,medium
64.0,38.0,6,215,3,0,0,0,IT,medium
37.0,52.0,2,144,3,0,1,0,sales,medium
50.0,93.0,6,150,3,1,0,0,technical,medium
17.0,41.0,4,232,3,1,0,0,RandD,medium
40.0,56.99999999999999,2,160,3,0,1,0,accounting,low
38.0,47.0,2,128,3,0,1,0,sales,medium
68.0,89.0,5,218,5,0,0,0,sales,low
84.0,74.0,3,182,4,0,1,0,technical,low
33.0,41.0,2,198,4,0,0,0,technical,medium
10.0,94.0,7,281,4,0,1,0,technical,medium
53.0,59.0,3,163,4,0,0,0,accounting,low
79.0,94.0,4,232,5,0,1,0,technical,medium
30.0,56.99999999999999,2,158,2,0,0,0,hr,medium
49.0,83.0,4,194,3,0,0,0,technical,medium
51.0,75.0,4,175,2,0,0,0,hr,medium
88.0,81.0,4,179,3,0,0,0,management,high
81.0,70.0,6,161,4,0,1,0,IT,medium
80.0,99.0,3,158,3,0,0,0,sales,low
51.0,50.0,5,242,2,0,0,0,sales,low
100.0,96.0,4,155,3,0,0,0,support,medium
84.0,71.0,3,179,2,0,0,0,product_mng,low
92.0,75.0,4,212,3,0,0,0,sales,low
67.0,67.0,3,183,3,0,0,0,accounting,medium
76.0,98.0,4,173,3,1,0,0,sales,low
43.0,54.0,2,130,3,0,1,0,sales,low
25.0,87.0,3,265,4,0,0,0,technical,low
86.0,63.0,4,244,3,0,0,0,product_mng,low
89.0,66.0,3,272,3,0,0,0,RandD,medium
100.0,87.0,4,129,5,0,0,0,support,medium
92.0,87.0,4,229,6,0,1,0,sales,low
94.0,98.0,4,197,3,0,0,0,sales,medium
10.0,93.0,7,305,4,0,1,0,technical,medium
75.0,88.0,4,239,5,0,1,0,sales,low
56.99999999999999,93.0,2,204,10,0,0,0,accounting,low
84.0,55.00000000000001,4,149,2,0,0,0,product_mng,medium
12.0,80.0,5,136,2,0,1,0,technical,low
87.0,55.00000000000001,4,197,3,0,0,0,technical,high
50.0,74.0,3,155,3,0,0,0,RandD,medium
75.0,51.0,4,138,4,0,0,0,marketing,medium
41.0,56.00000000000001,2,143,3,0,1,0,technical,medium
46.0,50.0,2,157,3,0,1,0,IT,low
66.0,50.0,3,229,3,0,0,0,marketing,low
10.0,94.0,7,264,4,0,1,0,IT,medium
88.0,66.0,4,133,2,0,0,0,RandD,medium
64.0,48.0,3,147,7,0,0,0,sales,high
64.0,88.0,3,252,2,0,0,0,sales,low
11.0,84.0,6,300,5,1,1,0,support,low
50.0,82.0,2,286,6,0,0,0,sales,medium
41.0,50.0,2,128,3,0,1,0,management,low
67.0,64.0,3,198,2,1,0,0,management,medium
13.0,61.0,6,283,5,0,0,0,sales,medium
18.0,79.0,4,217,4,0,0,0,RandD,medium
57.99999999999999,62.0,4,238,3,0,1,0,hr,low
81.0,97.0,3,247,3,0,0,0,support,medium
29.0,43.0,6,175,3,0,0,0,sales,low
75.0,59.0,3,117,3,1,0,0,RandD,medium
17.0,52.0,6,176,5,0,0,0,support,medium
44.0,53.0,2,149,3,0,1,0,sales,low
87.0,90.0,5,258,5,0,1,0,support,low
49.0,73.0,4,244,3,0,1,0,support,low
64.0,77.0,3,249,2,1,0,0,support,low
65.0,56.99999999999999,3,238,3,0,0,0,hr,low
88.0,60.0,2,168,3,0,0,0,IT,low
99.0,84.0,4,142,10,0,0,0,technical,high
66.0,75.0,4,203,3,1,0,0,IT,low
81.0,95.0,4,275,5,0,1,0,sales,medium
74.0,56.99999999999999,4,172,3,0,0,0,product_mng,high
42.0,56.99999999999999,2,154,3,1,1,0,marketing,medium
75.0,72.0,5,260,3,0,0,0,sales,low
50.0,78.0,3,228,2,0,0,0,RandD,low
65.0,70.0,4,211,2,0,0,0,support,low
19.0,78.0,5,156,6,0,0,0,technical,medium
77.0,71.0,4,223,3,0,0,0,sales,high
82.0,59.0,3,178,2,0,0,0,IT,medium
41.0,48.0,3,182,2,0,0,0,IT,low
90.0,98.0,4,257,3,0,0,0,IT,low
49.0,91.0,4,134,4,0,0,0,accounting,low
54.0,49.0,2,155,2,1,0,0,marketing,medium
38.0,54.0,2,112,3,0,0,0,marketing,medium
85.0,94.0,5,235,4,0,0,0,sales,low
11.0,85.0,7,275,4,0,1,0,support,medium
19.0,98.0,5,226,4,1,0,0,accounting,low
93.0,79.0,5,241,4,0,0,0,marketing,high
96.0,70.0,5,184,2,1,0,0,product_mng,medium
77.0,87.0,3,207,4,1,0,0,sales,low
90.0,96.0,4,258,5,0,1,0,technical,medium
93.0,56.99999999999999,3,141,2,0,0,0,technical,low
44.0,65.0,3,175,2,0,0,0,IT,low
85.0,72.0,3,201,3,0,0,0,sales,low
74.0,81.0,5,281,3,1,0,0,support,low
67.0,49.0,4,195,3,0,0,0,hr,low
37.0,52.0,2,128,3,0,1,0,accounting,low
90.0,84.0,5,221,5,0,1,0,marketing,low
53.0,52.0,3,233,4,0,0,0,IT,low
81.0,77.0,5,251,2,0,0,0,sales,low
74.0,55.00000000000001,6,130,2,0,0,0,support,medium
54.0,41.0,3,175,3,0,0,0,sales,medium
32.0,55.00000000000001,4,167,5,0,0,0,support,medium
86.0,59.0,4,165,3,0,0,0,sales,medium
83.0,80.0,5,223,3,0,0,0,technical,low
69.0,63.0,2,252,3,0,0,0,support,low
88.0,100.0,5,219,5,0,1,0,technical,low
59.0,91.0,4,142,3,1,0,0,support,medium
42.0,100.0,3,202,3,0,1,0,sales,medium
78.0,50.0,5,247,4,0,0,0,product_mng,medium
56.99999999999999,60.0,3,202,3,0,0,0,technical,medium
55.00000000000001,86.0,4,169,6,0,0,0,IT,medium
60.0,85.0,3,209,2,1,0,0,technical,medium
46.0,45.0,2,172,2,1,0,0,management,low
38.0,46.0,2,147,3,0,1,0,support,low
21.0,92.0,2,211,2,0,0,0,support,medium
96.0,59.0,6,133,5,0,0,0,sales,medium
63.0,56.00000000000001,4,228,3,0,0,0,accounting,low
31.0,42.0,4,108,4,0,0,0,technical,low
100.0,75.0,3,237,3,0,0,0,technical,high
9.0,87.0,7,295,4,0,1,0,product_mng,low
